bed,row,col,Unique.ID,height.cm,overhd.diam,overhd.perp,herbv.scale,survey.notes,survey.date
F,10,B,1659,5.2,3.9,2.7,2,,9/4/25
F,11,A,2288,36.8,13.6,5.5,0,,9/4/25
F,11,B,2533,7.1,3.8,1.6,1,,9/4/25
F,12,A,2494,,,,,,9/4/25
F,12,B,2136,7.3,5.3,3.1,1,,9/4/25
F,13,A,2109,4.9,4.1,2.8,1,,9/4/25
F,13,B,buffer,,,,,,9/4/25
F,14,A,1662,,,,,,9/4/25
F,14,B,2433,4.9,2.4,2.2,0,,9/4/25
F,15,A,2631,11.6,5,4.4,0,,9/4/25
F,15,B,2611,8.4,3.8,3.2,0,,9/4/25
F,16,A,1463,NA,NA,NA,NA,Dead,9/4/25
F,16,B,2196,7.3,4.1,2.7,0,,9/4/25
F,17,A,2289,13.1,6.2,3.6,2,,9/4/25
F,17,B,1912,7.8,4.4,4.4,0,,9/4/25
F,18,A,2035,6.2,4.5,3.8,0,,9/4/25
F,18,B,2459,4.7,5.4,4.2,1,,9/4/25
F,19,A,1989,3.7,4.9,3.7,1,,9/4/25
F,19,B,2341,13.8,7.4,2.1,0,,9/4/25
F,20,A,buffer,,,,,,9/4/25
F,20,B,2603,7.1,2.6,2,0,Dry leaves,9/4/25
F,21,A,2110,7.3,5,4.8,0,,9/4/25
F,21,B,2350,,,,,,9/4/25
F,22,A,buffer,,,,,,9/4/25
F,22,B,2010,8.9,6,5.8,0,,9/4/25
F,23,A,1602,8.8,5.9,4.2,0,,9/4/25
F,23,B,2462,NA,NA,NA,NA,Dead,9/4/25
F,24,A,2247,7.2,4,3.1,0,,9/4/25
F,24,B,2027,5.5,4.2,3.6,0,,9/4/25
F,25,A,buffer,,,,,,9/4/25
F,25,B,2530,6.4,4.3,2.9,0,,9/4/25
F,26,A,1811,4.6,2.1,1.2,1,,9/4/25
F,26,B,1692,3.5,6,1.5,1,,9/4/25
F,27,A,2514,7.3,4.1,2.6,0,,9/4/25
F,27,B,2581,6,3.2,2.9,0,,9/4/25
F,28,A,1724,16.2,3.5,2.9,0,,9/4/25
F,28,B,2571,,,,,,9/4/25
F,29,A,NA,,,,,,9/4/25
F,29,B,NA,,,,,,9/4/25
F,39,A,861,23.1,9.6,2.6,0,,9/4/25
F,39,B,buffer,,,,,,9/4/25
F,40,A,buffer,,,,,,9/4/25
F,40,B,NA,,,,,,9/4/25
F,41,A,1880,5.2,4.1,3.3,0,,9/4/25
F,41,B,buffer,,,,,,9/4/25
F,42,A,1773,,,,,,9/4/25
F,42,B,1924,NA,NA,NA,NA,Dead,9/4/25
F,43,A,1959,2.6,2.6,1.4,2,,9/4/25
F,43,B,2285,18.6,3.3,3.3,0,,9/4/25
F,44,A,2214,5.7,7.3,4.1,0,,9/4/25
F,44,B,2570,32.6,7.8,2.8,0,,9/4/25
F,45,A,1871,7.1,4.2,3.4,0,,9/4/25
F,45,B,2290,8.5,2.5,1.8,0,,9/4/25
F,46,A,buffer,,,,,,9/4/25
F,46,B,buffer,,,,,,9/4/25
F,47,A,buffer,,,,,,9/4/25
F,47,B,buffer,,,,,,9/4/25
F,1,C,buffer,,,,,,9/4/25
F,1,D,buffer,,,,,,9/4/25
F,2,C,buffer,,,,,,9/4/25
F,2,D,buffer,,,,,,9/4/25
F,3,C,buffer,,,,,,9/4/25
F,3,D,buffer,,,,,,9/4/25
F,4,C,2349,6.3,3,2.5,1,,9/4/25
F,4,D,2482,NA,NA,NA,NA,Dead,9/4/25
F,5,C,1688,3,1,0.5,0,Came back to life,9/4/25
F,5,D,2497,5.7,2.5,1.7,1,,9/4/25
F,6,C,NA,,,,,,9/4/25
F,6,D,565,25.4,3.5,1.4,0,,9/4/25
F,7,C,2002,5.4,2.1,1.8,0,,9/4/25
F,7,D,2117,NA,NA,NA,NA,Dead,9/4/25
F,8,C,buffer,,,,,,9/4/25
F,8,D,2267,26.5,8.2,3.6,1,,9/4/25
F,9,C,2087,6.1,4.7,4.5,1,Aphids,9/4/25
F,9,D,2195,8.5,6.7,4.2,0,,9/4/25
F,10,C,2189,6,NA,NA,NA,No Leaves,9/4/25
F,10,D,2474,7.3,4.2,3,2,,9/4/25
F,11,C,2281,13.3,3.2,3,1,,9/4/25
F,11,D,2511,6,7.5,3.4,1,,9/4/25
F,12,C,2246,6.8,3,2.6,1,,9/4/25
F,12,D,buffer,,,,,,9/4/25
F,13,C,buffer,,,,,,9/4/25
F,13,D,2481,,,,,,9/4/25
F,14,C,2404,5.4,3.4,2.9,1,,9/4/25
F,14,D,2447,,,,,,9/4/25
F,15,C,2334,19,5.4,2.4,1,,9/4/25
F,15,D,2371,2.5,2.6,2,2,,9/4/25
F,16,C,2294,5.1,2.8,2.1,1,,9/4/25
F,16,D,2126,23.2,5.1,4.9,1,,9/4/25
F,17,C,1771,NA,NA,NA,NA,Dead,9/4/25
F,17,D,buffer,,,,,,9/4/25
F,18,C,2298,6.4,5.9,2.6,1,,9/4/25
F,18,D,64,NA,NA,NA,NA,Dead,9/4/25
F,19,C,2167,9,4.7,3.9,0,,9/4/25
F,19,D,2506,6,2.3,2,2,,9/4/25
F,20,C,2262,15,1.2,0.7,0,,9/4/25
F,20,D,381,NA,NA,NA,NA,Dead,9/4/25
F,21,C,1869,NA,NA,NA,NA,Dead,9/4/25
F,21,D,NA,,,,,unplantable,9/4/25
F,22,C,buffer,,,,,,9/4/25
F,22,D,2443,3.9,2.9,2.1,1,,9/4/25
F,23,C,2082,,,,,,9/4/25
F,23,D,1843,2.7,3.5,2.1,2,,9/4/25
F,24,C,2271,,,,,,9/4/25
F,24,D,2629,2.9,2,1.2,2,,9/4/25
F,25,C,2545,3.8,3.2,2.7,1,,9/4/25
F,25,D,2448,,,,,,9/4/25
F,26,C,2139,8.3,4,2.7,2,,9/4/25
F,26,D,2587,6,2.3,1.9,0,,9/4/25
F,27,C,2016,5.8,2.1,1.9,0,,9/4/25
F,27,D,1914,4.6,1.9,1.9,1,,9/4/25
F,28,C,2438,5.6,2.3,1.7,0,,9/4/25
F,28,D,2003,NA,NA,NA,NA,Dead,9/4/25
F,29,C,NA,,,,,,9/4/25
F,29,D,NA,,,,,,9/4/25
F,40,C,1983,5.9,2.7,2.6,0,,9/4/25
F,40,D,2529,5.7,3,2.3,1,,9/4/25
F,41,C,1693,3.3,4.1,3.7,0,,9/4/25
F,41,D,314,40.9,30,17.5,0,,9/4/25
F,42,C,2013,NA,NA,NA,NA,Dead,9/4/25
F,42,D,2315,5.7,5.9,2.2,0,,9/4/25
F,43,C,2401,2.3,1.6,1.1,0,Stem buried,9/4/25
F,43,D,1725,20.2,3.7,2.4,1,,9/4/25
F,44,C,buffer,,,,,,9/4/25
F,44,D,2140,34.2,10.7,7.1,1,,9/4/25
F,45,C,2407,6,3.5,2.8,1,,9/4/25
F,45,D,2546,7,2.3,1.6,1,,9/4/25
F,46,C,buffer,,,,,,9/4/25
F,46,D,buffer,,,,,,9/4/25
F,47,C,buffer,,,,,,9/4/25
F,47,D,buffer,,,,,,9/4/25
G,1,A,buffer,,,,,,9/4/25
G,1,B,buffer,,,,,,9/4/25
G,2,A,buffer,,,,,,9/4/25
G,2,B,buffer,,,,,,9/4/25
G,3,A,buffer,,,,,,9/4/25
G,3,B,buffer,,,,,,9/4/25
G,4,A,2460,5.3,3.6,2.4,1,,9/4/25
G,4,B,2053,9.2,13.9,9.8,0,,9/4/25
G,5,A,1812,,,,,dead pre-planting,9/4/25
G,5,B,2491,4.9,5.6,3.3,1,,9/4/25
G,6,A,2092,4.7,3.1,3.1,0,,9/4/25
G,6,B,1604,6.4,2.2,1.8,1,,9/4/25
G,7,A,2335,45.6,12.3,5.6,0,,9/4/25
G,7,B,2351,8.7,6.3,4.5,1,,9/4/25
G,8,A,2513,,,,,,9/4/25
G,8,B,2112,5.9,5,1.6,0,,9/4/25
G,9,A,2299,7.9,6.4,4.3,1,,9/4/25
G,9,B,1845,9.5,7.3,5.2,1,,9/4/25
G,10,A,2588,7.3,3.8,3.1,0,,9/4/25
G,10,B,2248,,,,,,9/4/25
G,11,A,2232,,,,,dead pre-planting,9/4/25
G,11,B,2372,7.6,3.7,3.7,2,,9/4/25
G,12,A,2263,6.7,2.5,1.9,1,,9/4/25
G,12,B,2436,7.1,4.2,4,0,,9/4/25
G,13,A,2021,2.7,1.6,1.4,0,,9/4/25
G,13,B,buffer,,,,,,9/4/25
G,14,A,2547,NA,NA,NA,NA,Dead,9/4/25
G,14,B,2250,8.5,3.9,3.4,0,,9/4/25
G,15,A,2280,,,,,,9/4/25
G,15,B,1814,8.3,3.9,2.1,1,,9/4/25
G,16,A,1797,13.8,3.2,2.4,0,,9/4/25
G,16,B,2435,4.2,3.5,1.4,0,,9/4/25
G,17,A,2572,8.5,4.3,3.7,0,,9/4/25
G,17,B,1925,5.7,4.6,4,1,,9/4/25
G,18,A,2264,,,,,,9/4/25
G,18,B,2508,5.6,2.3,2.2,1,,9/4/25
G,19,A,2441,4.8,2.2,2,1,,9/4/25
G,19,B,2215,4.5,3.8,2.5,1,,9/4/25
G,20,A,2599,,,,,,9/4/25
G,20,B,2589,,,,,,9/4/25
G,21,A,1846,2.2,1.5,0.9,0,,9/4/25
G,21,B,2184,16.5,8,3.3,0,,9/4/25
G,22,A,2084,10.2,4.4,4.2,1,,9/4/25
G,22,B,2424,,,,,,9/4/25
G,23,A,1776,20.4,5.1,1.9,0,,9/4/25
G,23,B,2198,5.5,3.8,2.9,0,,9/4/25
G,24,A,1694,3,3.1,2.1,0,,9/4/25
G,24,B,2536,4.4,4.5,2.9,1,,9/4/25
G,25,A,2355,8.9,7.8,2.7,0,,9/4/25
G,25,B,2456,,,,,,9/4/25
G,26,A,2561,4.6,2,1.4,0,,9/4/25
G,26,B,2496,,,,,,9/4/25
G,27,A,buffer,,,,,,9/4/25
G,27,B,2612,,,,,,9/4/25
G,28,A,2144,7.5,4.8,3.2,1,,9/4/25
G,28,B,2565,7.3,3.7,2.5,1,,9/4/25
G,29,A,2251,8.4,2.9,2.7,0,,9/4/25
G,29,B,2216,5.7,2.2,1.4,0,,9/4/25
G,30,A,195,NA,NA,NA,NA,Dead,9/4/25
G,30,B,2157,15.9,3.4,2.7,0,,9/4/25
G,31,A,2469,5.9,5.5,4.7,1,,9/4/25
G,31,B,2615,5.1,3.6,2.3,0,,9/4/25
G,32,A,2287,9.1,4.7,4.7,1,,9/4/25
G,32,B,2199,9.3,3.9,2.6,1,,9/4/25
G,33,A,2465,10.7,7.1,1.6,0,,9/4/25
G,33,B,2500,6.7,3,1.9,0,,9/4/25
G,34,A,1847,3.5,3,2.1,1,,9/4/25
G,34,B,2114,5.5,3,2.9,1,,9/4/25
G,35,A,2535,5.6,3.2,2.1,0,,9/4/25
G,35,B,2188,,,,,,9/4/25
G,36,A,2548,6.4,4.5,3.1,1,,9/4/25
G,36,B,1732,28,8.6,2.9,0,,9/4/25
G,37,A,buffer,,,,,,9/4/25
G,37,B,2527,6.5,3.1,2.5,0,,9/4/25
G,38,A,1697,2.6,3.3,2.9,1,,9/4/25
G,38,B,1330,23.6,21.5,14.5,0,,9/4/25
G,39,A,2618,,,,,,9/4/25
G,39,B,2094,4.7,4.2,1.8,1,,9/4/25
G,40,A,2171,10.4,3.3,2.4,2,,9/4/25
G,40,B,2270,13,3.1,2.2,0,,9/4/25
G,41,A,2229,7.6,3.3,3,0,,9/4/25
G,41,B,706,25,12.5,4.3,0,,9/4/25
G,42,A,buffer,,,,,,9/4/25
G,42,B,1464,33.2,7.9,6.8,0,,9/4/25
G,43,A,buffer,,,,,,9/4/25
G,44,A,buffer,,,,,,9/4/25
G,44,B,buffer,,,,,,9/4/25
G,45,A,buffer,,,,,,9/4/25
G,45,B,buffer,,,,,,9/4/25
G,1,C,buffer,,,,,,9/4/25
G,1,D,buffer,,,,,,9/4/25
G,2,C,buffer,,,,,,9/4/25
G,2,D,buffer,,,,,,9/4/25
G,3,C,buffer,,,,,,9/4/25
G,3,D,buffer,,,,,,9/4/25
G,4,C,2632,,,,,,9/4/25
G,4,D,1100,28.5,27.5,26,0,,9/4/25
G,5,C,2083,18.4,4.7,3.6,1,,9/4/25
G,5,D,YO7_5_7,4.1,1,1,0,,9/4/25
G,6,C,2537,7,4.5,3,1,,9/4/25
G,6,D,2560,3.4,2.4,2.3,1,,9/4/25
G,7,C,2306,,,,,,9/4/25
G,7,D,2024,5.2,3.3,2.7,1,,9/4/25
G,8,C,2598,4.8,2.7,2.7,0,,9/4/25
G,8,D,530,,,,,,9/4/25
G,9,C,2008,6.2,3.4,3.2,1,,9/4/25
G,9,D,buffer,,,,,,9/4/25
G,10,C,2197,6.6,6.6,3.8,2,,9/4/25
G,10,D,buffer,,,,,,9/4/25
G,11,C,2495,8.1,2.3,2,2,,9/4/25
G,11,D,2089,6.1,2.1,1.6,2,,9/4/25
G,12,C,buffer,,,,,,9/4/25
G,12,D,buffer,,,,,,9/4/25
G,13,C,2645,16.3,3.6,2.9,2,,9/4/25
G,13,D,1729,11.2,3.7,3.3,1,,9/4/25
G,14,C,2142,9.5,3.3,3.3,1,,9/4/25
G,14,D,2352,,,,,,9/4/25
G,15,C,NA,,,,,rock here,9/4/25
G,15,D,2639,,,,,,9/4/25
G,16,C,1979,5.4,4,1.9,1,Animal hole,9/4/25
G,16,D,1863,4.2,3,2.6,0,,9/4/25
G,17,C,2517,,,,,,9/4/25
G,17,D,NA,,,,,rock here,9/4/25
G,18,C,2300,5.1,3.1,2.4,0,,9/4/25
G,18,D,2553,2.9,2.6,1.5,1,,9/4/25
G,19,C,2464,NA,NA,NA,NA,Dead,9/4/25
G,19,D,2556,NA,NA,NA,NA,Dead,9/4/25
G,20,C,2614,,,,,,9/4/25
G,20,D,2295,10.4,5.6,3,0,,9/4/25
G,21,C,2233,5.6,4.8,3.2,0,,9/4/25
G,21,D,2336,6.5,4.2,3,1,,9/4/25
G,22,C,2439,6.3,4.4,3,0,,9/4/25
G,22,D,NA,,,,,,9/4/25
G,23,C,buffer,,,,,,9/4/25
G,23,D,NA,,,,,,9/4/25
G,24,C,2093,3.5,4.1,1.5,0,,9/4/25
G,24,D,2327,3.6,3.4,2.2,1,,9/4/25
G,25,C,1891,5.3,2.9,2.3,1,,9/4/25
G,25,D,1991,,,,,,9/4/25
G,26,C,2650,,,,,,9/4/25
G,26,D,2313,4,3.8,2.8,0,,9/4/25
G,27,C,1890,,,,,,9/4/25
G,27,D,2562,,,,,,9/4/25
G,28,C,2590,,,,,,9/4/25
G,28,D,2310,4.6,2.2,1.5,2,,9/4/25
G,29,C,2074,3.9,2.6,2.3,0,,9/4/25
G,29,D,NA,,,,,rock here,9/4/25
G,30,C,2635,11.5,3.5,2.5,1,,9/4/25
G,30,D,2575,,,,,,9/4/25
G,31,C,2019,,,,,,9/4/25
G,31,D,1765,13.4,4,3.5,0,,9/4/25
G,32,C,1815,4.3,6.4,3.7,0,,9/4/25
G,32,D,1872,5.2,2.6,1.3,1,,9/4/25
G,33,C,2421,5.1,3,2.2,1,,9/4/25
G,33,D,2604,,,,,,9/4/25
G,34,C,238,23.1,8.8,5,0,,9/4/25
G,34,D,2275,28.9,9,5.5,0,,9/4/25
G,35,C,1394,31.2,6.5,2.7,0,,9/4/25
G,35,D,2301,6.4,4,2.2,1,,9/4/25
G,36,C,1240,14.5,4.6,3,0,,9/4/25
G,36,D,733,15.3,12.9,5.3,0,,9/4/25
G,37,C,2049,,,,,,9/4/25
G,37,D,261,24.7,16.9,7.5,0,,9/4/25
G,38,C,1930,6.5,3.7,3.5,0,,9/4/25
G,38,D,1447,NA,NA,NA,NA,Dead,9/4/25
G,39,C,2321,6.9,2.1,1.7,1,,9/4/25
G,39,D,2337,5.3,1.9,1.8,0,,9/4/25
G,40,C,2293,4.3,3.7,2.6,1,,9/4/25
G,40,D,1624,9.6,3.4,3.1,0,,9/4/25
G,41,C,2378,8.5,3.7,3.5,1,,9/4/25
G,41,D,2512,4.5,3.1,2.6,1,,9/4/25
G,42,C,2358,8.3,4.6,3.7,0,,9/4/25
G,42,D,buffer,,,,,,9/4/25
G,44,C,buffer,,,,,,9/4/25
G,44,D,buffer,,,,,,9/4/25
G,45,C,buffer,,,,,,9/4/25
G,45,D,buffer,,,,,,9/4/25
H,23,B,734,33.2,18.2,11.3,0,,9/4/25
I,9,B,391,18.7,2.7,0.9,0,,9/4/25
I,10,A,1272,NA,NA,NA,NA,Dead,9/4/25
I,11,A,1250,NA,NA,NA,NA,Dead,9/4/25
