bed,row,col,Unique.ID,height.cm,overhd.diam,overhd.perp,herbv.scale,survey.notes,survey.date
C,47,D,1399,,,,,,8/28/25
C,48,C,89,NA,NA,NA,NA,dead,8/28/25
C,48,D,1919,5,3.3,2,1,,8/28/25
C,49,C,2643,27.4,19.5,7.8,1,,8/28/25
C,49,D,2480,NA,NA,NA,NA,dead,8/28/25
C,50,C,1794,17.8,3.1,2,0,,8/28/25
C,50,D,2097,4.1,3,2.4,0,,8/28/25
C,51,C,2397,3,2,0.8,0,,8/28/25
C,51,D,1831,7.9,5.4,4.6,1,,8/28/25
C,52,C,2516,7.9,3.7,2.3,1,,8/28/25
C,52,D,1701,,,,,dead pre-planting,8/28/25
C,53,C,2311,5.4,2.9,2.6,1,,8/28/25
C,53,D,2640,11.5,2.8,2.7,1,,8/28/25
C,54,C,buffer,,,,,,8/28/25
C,54,D,buffer,,,,,,8/28/25
C,55,C,2423,,,,,,8/28/25
C,55,D,2519,6.1,4.2,3.2,1,,8/28/25
C,56,C,2450,,,,,,8/28/25
C,56,D,2559,6,2,1.8,0,,8/28/25
C,57,C,1798,,,,,,8/28/25
C,57,D,1835,5.7,2.7,1.9,1,,8/28/25
C,58,C,2031,11,3.7,2.6,1,,8/28/25
C,58,D,2457,5,2.6,1.3,0,,8/28/25
C,59,C,buffer,,,,,,8/28/25
C,59,D,buffer,,,,,,8/28/25
C,60,C,buffer,,,,,,8/28/25
C,60,D,buffer,,,,,,8/28/25
D,1,A,buffer,,,,,,8/28/25
D,1,B,buffer,,,,,,8/28/25
D,2,A,buffer,,,,,,8/28/25
D,2,B,buffer,,,,,,8/28/25
D,3,A,buffer,,,,,,8/28/25
D,3,B,buffer,,,,,,8/28/25
D,4,A,1993,5.9,4.1,3.3,1,,8/28/25
D,4,B,1704,,,,,,8/28/25
D,5,A,2483,2.5,1.4,1.3,0,,8/28/25
D,5,B,2239,,,,,,8/28/25
D,6,A,NA,,,,,,8/28/25
D,6,B,NA,,,,,,8/28/25
D,7,A,NA,,,,,,8/28/25
D,7,B,NA,,,,,,8/28/25
D,8,A,2075,,,,,,8/28/25
D,8,B,NA,,,,,,8/28/25
D,9,A,2155,4,2.3,1.4,1,,8/28/25
D,9,B,2320,10.9,10.1,3.7,0,,8/28/25
D,10,A,2278,9.2,1.1,0.9,1,,8/28/25
D,10,B,436,,,,,,8/28/25
D,11,A,2362,,,,,,8/28/25
D,11,B,1822,5.2,3.4,3.2,1,,8/28/25
D,12,A,NA,,,,,,8/28/25
D,12,B,304,15.4,19.1,6,0,,8/28/25
D,13,A,2470,,,,,,8/28/25
D,13,B,2209,6.1,2.3,2,1,,8/28/25
D,14,A,2417,2.9,3,0.8,1,,8/28/25
D,14,B,2205,5.5,6.5,2.9,1,,8/28/25
D,15,A,1790,,,,,,8/28/25
D,15,B,1107,25.6,21.5,15.6,0,,8/28/25
D,16,A,1995,6.3,2.7,2.7,0,,8/28/25
D,16,B,1961,1.9,2.1,1.3,1,,8/28/25
D,17,A,2240,6.7,2.5,1.9,0,,8/28/25
D,17,B,403,,,,,,8/28/25
D,18,A,2521,30,2.1,1.3,1,,8/28/25
D,18,B,2610,3.9,1.4,1.2,0,,8/28/25
D,19,A,2393,,,,,,8/28/25
D,19,B,141,,,,,,8/28/25
D,20,A,2532,7.8,3.9,3.3,1,,8/28/25
D,20,B,buffer,,,,,,8/28/25
D,21,A,2363,,,,,,8/28/25
D,21,B,2609,,,,,,8/28/25
D,22,A,2206,5,3.4,2.3,1,,8/28/25
D,22,B,2593,6.1,3.4,1.9,0,,8/28/25
D,23,A,1894,3.2,1.6,1.8,0,,8/28/25
D,23,B,2413,5.9,4,2.8,1,,8/28/25
D,24,A,2597,4.6,2.5,2,0,,8/28/25
D,24,B,2440,5.5,2,1.7,1,,8/28/25
D,25,A,2504,,,,,,8/28/25
D,25,B,2222,9.5,4.7,3,0,,8/28/25
D,26,A,2577,4.4,1.9,1.8,1,,8/28/25
D,26,B,1803,4,2.2,1.8,0,,8/28/25
D,27,A,1939,,,,,,8/28/25
D,27,B,2444,,,,,,8/28/25
D,28,A,1864,3.3,2,1.5,0,,8/28/25
D,28,B,2403,4.2,3,1.3,0,,8/28/25
D,29,A,2312,4.5,3.1,2.1,0,,8/28/25
D,29,B,1942,4.3,2.2,1.5,2,,8/28/25
D,30,A,103,,,,,,8/28/25
D,30,B,1760,27.8,9.7,2.9,0,,8/28/25
D,31,A,1967,4.3,4,2,0,,8/28/25
D,31,B,2569,6.2,3.5,2.5,1,,8/28/25
D,32,A,1968,7.2,5,3.3,1,,8/28/25
D,32,B,2633,8.2,2.5,1.5,0,,8/28/25
D,33,A,1280,,,,,,8/28/25
D,33,B,246,37.5,35.1,31.2,0,,8/28/25
D,34,A,2406,NA,NA,NA,NA,Dead,8/28/25
D,34,B,2224,7.5,4.6,3.1,1,,8/28/25
D,35,A,buffer,,,,,,8/28/25
D,35,B,190,23,22.1,22.4,0,Dry but green fruit,8/28/25
D,36,A,2130,,,,,,8/28/25
D,36,B,2507,7.3,3.2,2.2,1,,8/28/25
D,37,A,1675,,,,,dead at planting,8/28/25
D,37,B,2364,,,,,dead pre-planting,8/28/25
D,38,A,1774,14.6,3,3,1,,8/28/25
D,38,B,2418,4,3.7,1.5,0,,8/28/25
D,39,A,2515,8.9,5.1,4.7,0,,8/28/25
D,39,B,1838,5.8,4.1,1.7,0,,8/28/25
D,40,A,2261,12.6,3.5,3.4,0,,8/28/25
D,40,B,2414,NA,NA,NA,NA,Dead,8/28/25
D,41,A,2455,6.8,2,1,1,,8/28/25
D,41,B,1940,8.4,3,2.4,0,,8/28/25
D,42,A,2324,4.2,3,2.1,1,,8/28/25
D,42,B,1985,4.3,3.1,1.9,0,,8/28/25
D,43,A,895,,,,,,8/28/25
D,43,B,1804,6.2,5,4.1,1,,8/28/25
D,44,A,2207,4.5,3.5,2,0,,8/28/25
D,44,B,2596,3.2,1.9,1.3,0,,8/28/25
D,45,A,2241,9.8,2.4,1.9,0,,8/28/25
D,45,B,398,49.1,14.2,8.5,0,,8/28/25
D,46,A,2583,3.9,4.2,2.4,0,,8/28/25
D,46,B,2238,,,,,,8/28/25
D,47,A,buffer,,,,,,8/28/25
D,47,B,1403,32.2,26.5,3.8,0,,8/28/25
D,48,A,2490,6.8,2.3,1.7,0,,8/28/25
D,48,B,1702,2.8,2.8,2.7,0,,8/28/25
D,49,A,2525,7.2,3.8,2.4,0,,8/28/25
D,49,B,1707,15.3,3.2,2.5,1,,8/28/25
D,50,A,buffer,,,,,,8/28/25
D,50,B,2625,3.4,1.6,0.8,0,,8/28/25
D,51,A,buffer,,,,,,8/28/25
D,51,B,1988,NA,NA,NA,NA,Dead,8/28/25
D,52,A,522,23.1,10.1,1.9,1,DRY w/green fruit,8/28/25
D,52,B,2463,7.5,7.6,2,0,,8/28/25
D,53,A,2395,,,,,,8/28/25
D,53,B,2212,15.6,6.8,3.7,1,,8/28/25
D,54,A,1876,6.7,9,8.1,0,,8/28/25
D,54,B,1849,5.9,4.5,2.4,0,,8/28/25
D,55,A,2573,10.2,4.5,1.8,1,,8/28/25
D,55,B,2425,6.8,3.2,1.9,0,,8/28/25
D,56,A,2544,9.3,6.9,4.7,1,,8/28/25
D,56,B,2492,8.5,2.9,2,0,,8/28/25
D,57,A,buffer,,,,,,8/28/25
D,57,B,1327,26,32.5,18.6,0,,8/28/25
D,58,A,buffer,,,,,,8/28/25
D,58,B,2131,9.9,5.4,3.4,1,,8/28/25
D,1,C,buffer,,,,,,8/28/25
D,1,D,buffer,,,,,,8/28/25
D,2,C,buffer,,,,,,8/28/25
D,2,D,buffer,,,,,,8/28/25
D,3,C,buffer,,,,,,8/28/25
D,3,D,buffer,,,,,,8/28/25
D,4,C,1901,12.9,3.1,1.6,1,,8/28/25
D,4,D,2221,,,,,,8/28/25
D,5,C,2292,5,6.9,2.3,1,,8/28/25
D,5,D,2121,3.9,2.8,1.7,1,,8/28/25
D,6,C,NA,,,,,,8/28/25
D,6,D,NA,,,,,,8/28/25
D,7,C,1751,6.9,2.7,1.4,1,,8/28/25
D,7,D,NA,,,,,,8/28/25
D,8,C,2538,5.4,5,2.3,1,,8/28/25
D,8,D,1856,,,,,,8/28/25
D,9,c,2622,3.5,1.6,0.7,0,,8/28/25
D,9,D,1768,12.1,3.1,2.9,0,,8/28/25
D,10,C,2412,2.1,0.6,0.4,2,,8/28/25
D,10,D,buffer,,,,,,8/28/25
D,11,C,1614,,,,,,8/28/25
D,11,D,buffer,,,,,,8/28/25
D,12,C,2257,9.6,6.6,4.2,1,,8/28/25
D,12,D,2578,,,,,,8/28/25
D,13,C,144,NA,NA,NA,NA,dead,8/28/25
D,13,D,2576,5,4.5,2.4,0,,8/28/25
D,14,C,1976,,,,,,8/28/25
D,14,D,buffer,,,,,,8/28/25
D,15,C,2376,2.4,1.5,1.1,1,,8/28/25
D,15,D,1667,2.5,0.9,0.6,1,,8/28/25
D,16,C,2343,6.9,2.7,2,1,,8/28/25
D,16,D,2539,2.7,1,1,0,,8/28/25
D,17,C,2644,,,,,,8/28/25
D,17,D,1791,12.2,3,1.9,0,,8/28/25
D,18,C,2510,5.2,2.2,0.9,1,,8/28/25
D,18,D,2054,3.7,1.2,0.7,1,,8/28/25
D,19,C,1767,10.6,2.6,1.9,0,,8/28/25
D,19,D,1644,7.1,2.2,1.8,1,,8/28/25
D,20,C,buffer,,,,,,8/28/25
D,20,D,2399,2.8,1.4,1.1,1,,8/28/25
D,21,C,buffer,,,,,,8/28/25
D,21,D,1977,6.7,3.8,1.9,1,,8/28/25
D,22,C,53,NA,NA,NA,NA,dead,8/28/25
D,22,D,buffer,,,,,,8/28/25
D,23,C,buffer,,,,,,8/28/25
D,23,D,815,NA,NA,NA,NA,dead,8/28/25
D,24,C,2265,,,,,,8/28/25
D,24,D,2461,4.4,1.9,1.2,1,,8/28/25
D,25,C,2047,4.9,2.3,1.8,1,,8/28/25
D,25,D,2623,,,,,,8/28/25
D,26,C,1753,,,,,,8/28/25
D,26,D,1600,10.1,2.8,1.1,1,,8/28/25
D,27,C,1837,5.6,3.7,1.8,1,,8/28/25
D,27,D,2283,19.6,8.6,3.7,1,,8/28/25
D,28,C,2501,,,,,,8/28/25
D,28,D,2129,4.3,1.4,0.6,0,,8/28/25
D,29,C,1971,4.9,3.9,1.4,1,,8/28/25
D,29,D,2617,6.6,2.1,1.1,1,,8/28/25
D,30,C,1834,,,,,,8/28/25
D,30,D,2451,6.3,3.7,2.8,1,,8/28/25
D,31,C,2540,7.7,3.6,2,1,,8/28/25
D,31,D,2647,,,,,,8/28/25
D,32,C,2431,,,,,,8/28/25
D,32,D,2526,3.5,0.3,0.2,0,dead,8/28/25
D,33,C,2422,6.8,2.8,1.9,1,,8/28/25
D,33,D,2601,,,,,,8/28/25
D,34,C,1648,7.3,1.4,1,0,,8/28/25
D,34,D,2345,9.2,3.6,2.3,1,,8/28/25
D,35,C,204,,,,,,8/28/25
D,35,D,2479,5.5,5.3,1.7,1,,8/28/25
D,36,C,NA,,,,,,8/28/25
D,36,D,2468,26.8,3.9,3.3,1,,8/28/25
D,37,C,2050,3.4,4.7,4.9,1,,8/28/25
D,37,D,1882,,,,,dead pre-planting,8/28/25
D,38,C,1997,,,,,,8/28/25
D,38,D,2055,3.2,4,2.9,1,,8/28/25
D,39,C,1862,3.8,4.3,2.4,0,,8/28/25
D,39,D,1430,NA,NA,NA,NA,dead,8/28/25
D,40,C,2340,30.3,11.5,5.1,1,,8/28/25
D,40,D,1404,NA,NA,NA,NA,dead,8/28/25
D,41,C,1913,8,6,4.7,0,,8/28/25
D,41,D,2484,8.5,2.8,2.3,0,,8/28/25
D,42,C,491,,,,,,8/28/25
D,42,D,76,27.4,16.8,10.1,0,"dry, green fruit",8/28/25
D,43,C,363,22.7,5,2.1,0,,8/28/25
D,43,D,2046,4.4,2.9,2.1,1,,8/28/25
D,44,C,385,NA,NA,NA,NA,dead,8/28/25
D,44,D,2531,6.5,2.4,1.6,1,,8/28/25
D,45,C,2624,,,,,,8/28/25
D,45,D,2543,5.6,2,2,1,,8/28/25
D,46,C,2277,11.6,3.2,2.1,0,,8/28/25
D,46,D,1972,6.3,1.6,1.3,1,,8/28/25
D,47,C,1682,,,,,,8/28/25
D,47,D,2065,6.5,3.1,1.1,1,,8/28/25
D,48,C,1615,3,1,1,0,,8/28/25
D,48,D,2369,4.7,4.4,2,1,,8/28/25
D,49,C,2192,,,,,,8/28/25
D,49,D,2387,3.7,2.2,2.1,0,,8/28/25
D,50,C,2103,5.1,3.8,2.7,1,,8/28/25
D,50,D,2542,9.4,3.3,1.7,0,,8/28/25
D,51,C,2445,4.4,2.3,2,1,,8/28/25
D,51,D,1839,2.4,2.5,2,0,,8/28/25
D,52,C,2242,11.1,2.4,2.1,1,,8/28/25
D,52,D,1806,5.6,4.1,3,0,,8/28/25
D,53,C,2429,4.4,1.5,1,1,,8/28/25
D,53,D,2346,9.2,3.8,3.2,1,,8/28/25
D,54,C,2567,6.2,3.3,1.7,1,,8/28/25
D,54,D,936,,,,,,8/28/25
D,55,C,2235,11.7,3,2.1,1,,8/28/25
D,55,D,1796,39.6,6.8,5.5,0,,8/28/25
D,56,C,2166,10.4,5.8,2,1,,8/28/25
D,56,D,2485,9.8,7.7,3.5,0,,8/28/25
D,57,C,1970,5.9,3.1,1.6,0,,8/28/25
D,57,D,buffer,,,,,,8/28/25
D,58,C,buffer,,,,,,8/28/25
D,58,D,buffer,,,,,,8/28/25
D,59,C,buffer,,,,,,8/28/25
D,59,D,buffer,,,,,,8/28/25
E,1,B,buffer,,,,,only 2 buffers,8/28/25
E,2,A,buffer,,,,,only 2 buffers,8/28/25
E,2,B,buffer,,,,,,8/28/25
E,3,A,buffer,,,,,,8/28/25
E,3,B,buffer,,,,,,8/28/25
E,4,A,2225,6.2,6.1,3.2,1,,8/28/25
E,4,B,1998,5.6,3.6,2.4,1,,8/28/25
E,5,A,2475,,,,,,8/28/25
E,5,B,2641,14.6,4.8,2.9,0,,8/28/25
E,6,A,NA,,,,,,8/28/25
E,6,B,2061,5.5,2.8,1,2,,8/28/25
E,7,A,2266,12.3,5.5,3.1,1,,8/28/25
E,7,B,2534,8.1,2.8,1.6,1,,8/28/25
E,8,A,2282,6.5,2.8,1.6,0,,8/28/25
E,8,B,2028,6.5,2,1.6,1,,8/28/25
E,9,A,buffer,,,,,,8/28/25
E,12,B,NA,,,,,rock here,8/28/25
E,13,B,NA,,,,,,8/28/25
E,1,C,buffer,,,,,only 2 buffers,8/28/25
E,1,D,buffer,,,,,only 2 buffers,8/28/25
E,2,C,buffer,,,,,,8/28/25
E,2,D,buffer,,,,,,8/28/25
E,3,C,buffer,,,,,,8/28/25
E,3,D,buffer,,,,,,8/28/25
E,5,C,NA,,,,,rock here,8/28/25
E,5,D,2432,3.4,1.7,1.1,1,,8/28/25
E,6,D,NA,,,,,unplantable,8/28/25
E,7,D,1406,29.7,32.1,22.5,0,,8/28/25
E,8,C,2541,7.2,4.5,3.4,1,,8/28/25
E,9,C,2636,,,,,stem broken pre-planting,8/28/25
E,12,C,NA,,,,,rock here,8/28/25
E,13,C,NA,,,,,rock here,8/28/25
E,15,D,NA,,,,,,8/28/25
